a6: {a6, 9db25cae80d8945758adbdf5c332aa7f}
d1: {d1, 995785965377c19f7cd6d52ad2bca724}
c: {c, 27eb441bd8f2f28d6e129d7a17c96384}
k0: {k0, 00d699478a7a0b9cb5618d60c3770ea6}
ma: {ma, 5ba012984237cd22da401c32d51d67fe}
x0: {x0, 079838ccea46e0219fa2f36e8ffb42f6}
y6: {y6, 402b77c7f07e91269fe22d9ddb5762a8}
m3: {m3, 26ed10e8beb049dfd8558993adcd7d72}
i2: {i2, 2b8c780805722330a2b2fcc49778c751}
a4: {a4, 9c0317f7566ff339d6241d121bb3896a}
j8: {j8, a49a510d94baa46f78ebb165de55ff4b}
j3: {j3, c8f2a1d7bc2fdf512681bbb198b3b36a}
android/graphics: {android/graphics, 2db4f1d6cc0a95d656d832df7045be6e}
androidx/exifinterface/media: {androidx/exifinterface/media, 3762dee7c15056dabd4272dc1eea6d75}
m4: {m4, 8dd175675a23269098907311815de3a2}
d: {d, 7d06ef8671f2964b7bb86820780efb7d}
androidx/swiperefreshlayout/widget: {androidx/swiperefreshlayout/widget, 5621294d820461afdb081d29a747efcf}
n2: {n2, 809169db27ceb0e6a56eb425484d75b0}
ya: {ya, 7cd36c17fdb24eae7087d543a69074da}
v0: {v0, 4e5a4f786f4313d0c1abc67f62645794}
g3: {g3, 96eac315315fdf549b10f18578bcdd1d}
r4: {r4, dcc2428204525cfb4d1e1914f84f572d}
b8: {b8, 519c54ec9e345d214fce51d7e93ff1e0}
o5: {o5, ada9c428c1259647b1928fdfdcfc9bae}
h5: {h5, 97e923f3363242fcdd9a3abd99d51750}
c2: {c2, 30f7ca16868fdc8d816c58259d1331c8}
androidx/core/app: {androidx/core/app, 06e62c32734aeff529f2190bd073d03b}
t5: {t5, 8bea63f50b1660a930e35273d92ed493}
l3: {l3, c79f4beaa721861016b1fb8031ba73b9}
u1: {u1, e504e7e781e54d6847c7a385afd577fe}
s6: {s6, aec5c77f47bad542890a0f1eda646b31}
la: {la, 9a9681bf17e9d7d92e5f3f807765198e}
b1: {b1, 6e2f293b88a8505a8d394ff6e0c9232c}
q0: {q0, d957b1e69a578f4dc4c0a5d6f6edb947}
f0: {f0, 8e59690a9226d51bbd345e94e529f822}
c5: {c5, 5a08cff480aea94e40571bbdbb03ec7f}
ka: {ka, d56c84abc27835b5bba4ba70d8473bd7}
v: {v, bd1953d7ceee990c089da5619ed4591e}
android/icu/util: {android/icu/util, a4da3e04e6e7d40a41d7257971e75fd0}
androidx/appcompat/app: {androidx/appcompat/app, 8794616148a255880eb8681046f2e8c3}
w7: {w7, 11e47df2564b2d02ff168ad1de1b77f9}
p7: {p7, 5ef2fb9f67703ad9a86ff2c0c4fc0c21}
o: {o, 84cee85c17f2c0888e67483a2d2e42ad}
z3: {z3, 2f0fd526261330a931d66706e8bc7673}
za: {za, ac1754deea5526a4dfdf38813d664130}
s5: {s5, c8733276eee7b6d23e208ad0f60052c8}
androidx/core/util: {androidx/core/util, e6e987a041970279b33c92ee13430639}
q7: {q7, 243def5a10b753754d33bf91c604f98d}
d5: {d5, a4ff2e99dd685a14d9458e31808cd328}
e1: {e1, e59f11b60432f69385b6a48c8cd5b131}
y2: {y2, 424c69c7b212317385cb9f51e1280578}
ja: {ja, 54ac93d3fc2ae4bd503b4d79256fff6e}
z8: {z8, 618d9bd29cf4a649985504f93ce6ec29}
n7: {n7, 598a9319ead000a36b17af0c94ef6c4a}
a0: {a0, 94e26d7c8d62722679f8394ab29185e7}
k7: {k7, bd01ec3e3a9f4fe0e0cc8c33458b5976}
p8: {p8, a83024b91c6f09e0b6be5b546e9107de}
com/orgzly/android: {com/orgzly/android, 208c8240bf1bdb2fe59889412e6035f3}
j7: {j7, 5477d057e76c9291b3c9bdb3a291e9a3}
a7: {a7, ebdf3c07444f02912494a7248e4429a5}
r8: {r8, 3247c7440eaf439a5acce0e169384f42}
x5: {x5, 4c88c99639caa8bd23f1a6065f2a5c74}
s2: {s2, 8d761d6d6798600325baf277978b8b08}
androidx/work: {androidx/work, cd8c3cc16d2e8a7faf4dcf5e78590e98}
g7: {g7, 1081acbac1e6f342610197484d1bb082}
h1: {h1, cbc79e9e2810c40a2ebae923fbd5934b}
android/widget: {android/widget, fc6f99f70236ce11eac0fb3d6aeb3b33}
androidx/emoji2/text: {androidx/emoji2/text, 3d3e118ed39d709e7f67491dce63af1c}
i5: {i5, 34370e33b35ced30e5f72a779af86530}
v5: {v5, ec38822945356cc7b9146f834f6d76ce}
l7: {l7, 4fe5bad378bd4ffc20582a9acf87b0e6}
w9: {w9, 09c85e0ff2e5a1c7212410ccaef63375}
m7: {m7, 16db915fcdc5d41c2acd3aee366faaab}
t9: {t9, d0dd6adf56d59ed40bb33b050a43871c}
androidx/recyclerview/widget: {androidx/recyclerview/widget, 466c39530d4c74ed71979e3a4d6477ca}
u5: {u5, 60187ddb308d5b40dce9ce53917eb060}
h8: {h8, 33cff1ca20d5f27dc2fa11e5597bf56f}
androidx/core/widget: {androidx/core/widget, 21618079236aa4f57b26542c30abbfc6}
com/thegrizzlylabs/sardineandroid: {com/thegrizzlylabs/sardineandroid, 06d18c9352d0ba65ba82c923783c692f}
c1: {c1, 0c8dda13a06b2cbbfb0b34284437d45a}
l9: {l9, 099f2b2114b9a5562f0af3f64cbb3adf}
ra: {ra, 208f9d7d354a799ce7a68e60b510a1f2}
androidx/preference: {androidx/preference, ca3d0425b64d18fae3f6e283faf2cec3}
o0: {o0, 5ae1d69b797ba31055ed50a9b2e95feb}
b5: {b5, c8307e0896a99949bbfce77608225b39}
o9: {o9, ba834eb7c9dfc99f484863c33f426bba}
t2: {t2, 8498f9d29da95d4b37ee6a53c2af5346}
r1: {r1, 6a75ddc50eda0c19480e7ef3186fb61c}
y: {y, ac362bac5b09112263777407d27b2a6e}
d9: {d9, fdf967c82d1438b581de4981ff53f834}
k: {k, 4fdcc08c4b5137e66c863923718b5566}
androidx/core/os: {androidx/core/os, 4733cdfb62f5feb550565227561ac804}
p3: {p3, 7cbde632c04cc9fd22069fe9c8d71a49}
e5: {e5, a73882d12f302d71bf0f2c9c06f8871d}
b2: {b2, 6d6a84ec71a24cd89b5cd4954764e752}
q3: {q3, 7df769b9b8d87d9d53e1721001b405f2}
android/icu/text: {android/icu/text, 0c248c7ad95169e1412945fd6b802162}
org/simpleframework/xml: {org/simpleframework/xml, 69445f0a2dbbbc07283b960e3acd451a}
androidx/constraintlayout/widget: {androidx/constraintlayout/widget, 3c12a2a1ed2578a0217de50c1decab2c}
r: {r, d34ff26ee43d9bef3ab0a16419a206c2}
qa: {qa, 99875ce1c211508fc953d24bc76fbfc3}
f5: {f5, 856c0f43a7c807dc56429719c962bdb3}
g9: {g9, 15d789348ce7e9528a0bdc7ea6d000fd}
androidx/loader/app: {androidx/loader/app, c974c1cbc4bd2d32a6deeef0272ec8ca}
v8: {v8, b5d4196ca8695bfe63f28e00c76f7d7b}
androidx/room: {androidx/room, b702af908096de65891eef39ceabe2df}
w2: {w2, f2c022b304f3629c8e6032f8787bd95e}
androidx/test/core: {androidx/test/core, 97c730d0563e4c77c92937938536a91e}
aa: {aa, d2243f1158491191e23f343edb8e083d}
z7: {z7, 9c6c0b66d6c47154da14ad4cd741c190}
k3: {k3, 05879b8f759f743dfd12a0881cce8295}
p4: {p4, a9b2da53c13151c6ef9c92ec55a2d2b1}
l: {l, 61f0a80fbb609e2abad2059cec002511}
d2: {d2, 073c57a18d7b49593b63c0352b51be05}
x1: {x1, b26a27751e7a469d438870119b9bb396}
y5: {y5, 96a3b483c37129bbf66f42ee0def9f7f}
m2: {m2, fafa1d2faaa311dc86dee84887018617}
j9: {j9, 6cd907f9877aaa5fe918cbcdc70c1d71}
android/app: {android/app, 9b633ddc9297cd9ef508c5ed2d7ef89e}
n8: {n8, 8ba4b8f8d73de26f9e35337c1dd0a5c0}
a3: {a3, e72c60b48adabf32a30afeb7bc5b037b}
androidx/fragment/app: {androidx/fragment/app, 1a9de83e45385d7451e5cc5e064ea721}
n3: {n3, 9a6c2f5d9759a314507562291efde4ee}
e: {e, eec5103d8f5cb9fa66585d08a0a8ef94}
u9: {u9, fc869c737f98b0fe97e76313ebdd676d}
pa: {pa, dcfb8128a7a8e010211dc39532de1a3b}
v1: {v1, b6982a465c0e4fb8b3336ecb3539ba9c}
android/content: {android/content, b809eb1bce5354425c6441efe2df0d83}
m9: {m9, b0c9c780c6d801b1536b52240351b9df}
r5: {r5, 1a0717fe3555e7797f44c1e4f9617848}
f8: {f8, 61fdfd94fd1f0096efa3e4c8765d6d8b}
androidx/appcompat/widget: {androidx/appcompat/widget, bcd439bfc7b6ba0e7e42d1fff579b49b}
g2: {g2, 692020274f94759b5ff16ea365747861}
h6: {h6, c57d54eb11d5c8b89fbf741b3c504917}
u0: {u0, c17c183c3fe44a3c22443f98ef80d7eb}
i1: {i1, d6ae40e86111d3f6ef5a52b78df6711a}
oa: {oa, 6b8a65da49622e7270add9922e848702}
l4: {l4, a79382d2c402276639548a9914fcf3e7}
s1: {s1, 0c52971c1fbe42c915f2c7e4df9ca948}
t6: {t6, dde31926ee7f246c4f6b3ca325be6528}
e9: {e9, 5f8858414f786b50083d35ff04bfabf1}
b6: {b6, a8b269452fbc29ef86b6a4d706ffe1db}
c4: {c4, bd06b8fe519b8e9b19f797ddf6ba0979}
f1: {f1, 19ff2880a87fc96ffea0d86f0a0e1260}
com/bumptech/glide: {com/bumptech/glide, 99fc5e34c745d6b9f8f3797d217bd115}
w: {w, f1940a8ce398875b6684218c0fae6b52}
androidx/vectordrawable/graphics: {androidx/vectordrawable/graphics, 1fb83025ef4804e3d19ffe6afa612d9c}
b9: {b9, df8ac26abed82f9c69ebb8ba274bc90c}
kotlinx/coroutines/scheduling: {kotlinx/coroutines/scheduling, 534ce3e437c6abb47001fd66e3ac456e}
r2: {r2, 0237c3b2f9b02d90ef7e09826b670225}
w6: {w6, ac1cd3f6ec62a3c4d970af023d3046d5}
h: {h, d0b4f1c810d67fbd18f50b1740eb3194}
d6: {d6, b8068e1d37b1f98b13ef0abd87eecef1}
androidx/core/view: {androidx/core/view, 0f8c25194056a7049f9c7f59850577fd}
p0: {p0, fdd80f83f52e1c5d435dd8d6433b937a}
va: {va, b1f577f230457b96d4ca8b3afd124139}
androidx/coordinatorlayout/widget: {androidx/coordinatorlayout/widget, d383070af92e71cc29bc861ceac5e16d}
q6: {q6, 775f61baa057c45094e525747efd096f}
e0: {e0, c07142821f8621fc70e49394df900b91}
f6: {f6, 06e50d27dc665e4fca809723580a338c}
z9: {z9, dc156e8166d3389f8cc4957148a9b28c}
android/text: {android/text, ea1be5e9adc911e85d1aa7c52f0af9be}
n4: {n4, add2c0a7338ce4663bd27107dfc23241}
k9: {k9, 5212e99e8999e026f282bd2b388810ac}
y1: {y1, 7b6dd41341ef0e49b41953cd29661a4d}
a: {a, 24eba3af7cc6bf95ba8e74a9c7d38458}
p9: {p9, 15d789348ce7e9528a0bdc7ea6d000fd}
w1: {w1, 53d2ae2fa2c0b301b6735ef69a39eb6f}
k6: {k6, 7f7cf0d74b0f4642d27a1f64075afb12}
