a6: {a6, acf7ef943fdeb3cbfed8dd0d8f584731}
t3: {t3, db9bac77242c5093af0d3071ae785b22}
j2: {j2, 620f7ba38bd80464b5ec5e58d1ca0a6b}
v3: {v3, 4a63dfd158fa6cb1bb8e2386ea215c0a}
f7: {f7, 8db34f1d9d38667b47cd52e2f786119a}
com/motorola/midi: {com/motorola/midi, 589af033df04e18e157740f45932f8d6}
h2: {h2, a72402bdf7a31eaf983ad1bbbb7d08e1}
n5: {n5, c14b3d6574d6610385f050b0a2233efa}
u3: {u3, 3e9a5074d12ed71b37f20a7ce3fd3423}
kotlinx/coroutines: {kotlinx/coroutines, fa08c5978813f3346884b88ef01d2355}
r: {r, 804f79a488fb0e94ab08a42b209dc2f3}
s7: {s7, e82f34eed332c034c010081bf5eb7953}
f5: {f5, b76323b72f98516c24398104815d5cb4}
androidx/appcompat/view: {androidx/appcompat/view, 5a38d6a438ba40cf903d72c382a9dc01}
w3: {w3, 339c1749d660f5fb51fa2e6222447f65}
z: {z, f9e5a71258e574adaafd79ae715bfb6c}
r6: {r6, 76aca399f43593df794cbb4751d637e4}
d1: {d1, b9c831134d8c78786e3377588abdfa52}
c: {c, d9648d24f58683c56307582c3fd7e272}
org/acra: {org/acra, a13486373e58e4f380fb6dc39150e6b9}
k0: {k0, 8b92d205aeaaf0b6d21c2ceb8452bec9}
g0: {g0, 8c8ca7cb30297ba8955d5e0132242017}
androidx/viewpager2/adapter: {androidx/viewpager2/adapter, 359d35646220e525dde5ce0f5407d17c}
x0: {x0, 3fd91fefd73543e891ae23b9feb9bcc7}
b3: {b3, 49fd34328be01bab8585b8634f3e447e}
androidx/room: {androidx/room, 725e2de3c22616fd1622be44c2fce9d2}
w2: {w2, 397905ed03c3229be45447b0ba369bbe}
q2: {q2, 94265b87385fa6a61a1dfadf056ab2f9}
e4: {e4, 8bd2209b1d73059181f4a8beed982d36}
javax/microedition/io: {javax/microedition/io, 01db5ce5b508e999dde67e45edf48f03}
o2: {o2, 732ea1398c15933166070941104449d9}
m3: {m3, 7efb5a50c5a40b9e150687604fe83466}
i2: {i2, bf7ec1c3797cb24d4c6bbe4c45d82844}
androidx/lifecycle: {androidx/lifecycle, bf5e1c51bbd8553968b49d151f6ecb57}
c3: {c3, 7740c490993adb06fc170ebcfd5ecadc}
a4: {a4, 40f66c67910af0abfe24bbbdc108157d}
h4: {h4, 3022c52193b5bf7343d6d1516c1220b8}
t: {t, 9501ce7a7287686c14f1069c0a50729e}
g2: {g2, 76bc2d2454e61a0e9d2aa26bdabf78b9}
androidx/media: {androidx/media, a7deb21d88d5ea250184f3dd6d3cf808}
j3: {j3, 4c2f8faf8c708cfdbb91ade177854b05}
m4: {m4, 2aa42558644cb9f2182355e24145d296}
t4: {t4, e32baddfcf4d765db89f488530c570ad}
u2: {u2, ca51bc029d6fdad1e800ff214be6b7e0}
s: {s, 8bc6547daea77734d71fc98baf6a672f}
z7: {z7, 702a3d8e5fde29dd58de930736b63d37}
androidx/startup: {androidx/startup, f641517ca85b8616c59a69faecb805e0}
n2: {n2, 4b36a79028e87a8128491c555a49a466}
k3: {k3, bb2477bd5a53bac4d2776486757a1157}
com/mascotcapsule/micro3d: {com/mascotcapsule/micro3d, f0a36058c7c399dcdfdcb5625e9521f9}
p4: {p4, 9f29662572d2dd1fa66b588ee09721d7}
r7: {r7, 537fa4251b6f611eccd16e40134715e6}
y0: {y0, 5712ebd46e21219d58fa97a15d9be473}
f2: {f2, 83679ac2fef7cf4910fde9bb18101b47}
g8: {g8, f2eb49fbb7ed528d762d948af17179ec}
d5: {d5, e381f6991873210ea6cc1b6be99b5314}
javax/microedition/sensor: {javax/microedition/sensor, 877446fb9f44f86d5d7b49a3830674be}
javax/microedition/pki: {javax/microedition/pki, a255d3c52d9fed2c3cef325fa87b41c4}
d2: {d2, bede6d3395a106f58effb903449daf1d}
q1: {q1, 3a6b8d7bcb45cf413d0ef87cad748092}
c8: {c8, 545800c0d808688661aac0d0ae1ea44a}
com/sonyericsson/accelerometer: {com/sonyericsson/accelerometer, 542dd9699021b2a489ba6c7d8f6e4a23}
g3: {g3, f5154e83823f9c096888d6a408e1d29b}
com/motorola/graphics: {com/motorola/graphics, 53eb7177e42574422e8e41de26b17914}
r4: {r4, 65978c7a3c236eef670816e773a6ec75}
com/sun/midp: {com/sun/midp, 38f0b3a9e65587d18c10e79168d0632c}
y5: {y5, 09c9f35cda82eb1ba200c4f54e24784f}
b0: {b0, 84376669e0bbdee8589f3c035bf643d9}
m2: {m2, dc7abea7c7caf81864f53c88d260bcf2}
s4: {s4, 45d0a3e4555c06abe386ec8e6a3d3cdc}
b8: {b8, 42e3e2d8931270284da8ba771a20d1e0}
o5: {o5, 67061b9fa59817267a33d9d49b5a1868}
h5: {h5, 70cb5b354ede93aab1d15b251fafcadd}
w5: {w5, 0670020c09e8dd2e8eabe2f90975c956}
c2: {c2, b8a5669aa0278d98b5a39f2af6dac72a}
u: {u, b60d0b41bd65cc916e567f975a810a64}
z4: {z4, e4a5a710111bad8e0435ccb1ca5c435f}
androidx/fragment/app: {androidx/fragment/app, 2e64085fcc89fc010a87d65ca0655301}
t5: {t5, 83eef840bf6077d1a9d8e31728f1edae}
j0: {j0, 2302e271f88392e10e9671bb38383836}
javax/microedition/rms: {javax/microedition/rms, 7bb8036c4b2176643b7f1c7a48d75a40}
l3: {l3, fd6689ecb9e8ceab40f39b3284462909}
com/siemens/mp: {com/siemens/mp, 44d2c44e0555ab2573e068e6ab729b58}
n3: {n3, c75f2ab531cc38a72dbb7058d4ce69f1}
u1: {u1, 4c5053a97b04aa6529a1fc9fd09ae5c7}
p5: {p5, 0e9e66974f1c8b2a6b900f06607a27ab}
d3: {d3, f224ad7edbbcf874cfe5e4fc9275b5de}
z6: {z6, 8219e85f2d009eaaafdc6fa94aa46d27}
f3: {f3, d04cb162d5989ef2fbf4ad2f2b35a290}
k2: {k2, 22b93f8c9145d5b0d213472141814cee}
m: {m, 2dcd5576fcebe8a3ae1beb113cb6cea0}
mmpp/media: {mmpp/media, 4b35a7adfed92f6ee48948f15f23e1e6}
e3: {e3, ddc96802c24d5ce70d050439440e4605}
v1: {v1, bd7081447ff789a841b35ffaeb3ea979}
javax/microedition/pim: {javax/microedition/pim, 0a3c1885f5bb837a208f4ecc626e53b6}
y4: {y4, 108693503ab76c3d449a6f2f5949d07f}
q0: {q0, f41cca58783c4fbb5df338e9a1bfda72}
f0: {f0, a6e715b627d357bcdcfe5c0944208464}
c5: {c5, 542dd9699021b2a489ba6c7d8f6e4a23}
w4: {w4, 8cb1f3572de9f602c597c86ccf7b9212}
r5: {r5, c03730471902170c0428aba722358a94}
androidx/constraintlayout/widget: {androidx/constraintlayout/widget, b26a99cb2e9d6d3e4157e5a8258350f3}
f8: {f8, 29d1c11c040f609c033ac35d54bcf0bb}
z2: {z2, 9c5b719591bd9db8d2c99350a64fd77a}
o4: {o4, 3fc6d349eb1e7507ec8cd5f4ffdc75c9}
m1: {m1, 2b884518429e1a5d44fffa5d7f4604c1}
y1: {y1, 8e3ec580b489f3d814411b2198a2c566}
x2: {x2, c6ee3a1cb3f565c6ffaf95fce8cb0d26}
v: {v, fcf4c36eb41bbeed701f6bd41b3773ae}
a2: {a2, adf0c53cdc512cc4c8b817edde979752}
h6: {h6, a0a62c09da2f7871f43246cbdfc02eb7}
androidx/core/app: {androidx/core/app, cd8152e89a7000f6c1fbacf0bf9d5b2e}
n0: {n0, 919db430bcb792dca2112c65948c2b71}
u0: {u0, 42bfec4626d506498005181efcf49dbd}
k5: {k5, 94f67bd7821c6107387002bb3df88bda}
javax/microedition/amms: {javax/microedition/amms, 6c66d446aa074a8c31a309bddd04ebd4}
org/billthefarmer/mididriver: {org/billthefarmer/mididriver, 5c74001a46dc433e9bf565a37e64cafd}
z5: {z5, 80c355c6cfc032168b911000d3213c1f}
com/nokia/mid: {com/nokia/mid, 4f88b25d0d37a6f2e0a22273e157c134}
i1: {i1, b1377559af94c211bd5c9e4b7fb21a32}
f: {f, 099d6af6f028ae9b82d2270570d965e8}
v6: {v6, 99cfd1651c76253c0360d3e5922d4cd1}
androidx/camera/lifecycle: {androidx/camera/lifecycle, 9eb8802822d7610dcda0208fe0e40758}
l4: {l4, b3ff2b0c4da7386cdd1eda65c1440f4f}
y6: {y6, bc6a8a3a04126de7b550f86de1891629}
n: {n, 23753a13569fc27fa51a650def0d398d}
p6: {p6, d3d697c0250e607ff79ce735d6f840ad}
d4: {d4, 5f0a8bfe1450e8cd62283edabc2e52ec}
e2: {e2, ab4a33575c73ba9d1f0b76b4e8a068d9}
t6: {t6, 5b27edf69b09b7641bc565e89c4fbbd7}
j1: {j1, 83a429ea4719a86f6ec9502df32c0aab}
a3: {a3, 9b68a206b3613fb540921935b3691cb7}
w7: {w7, b977c1211fc067fe2af46f8cc3b9101d}
javax/obex: {javax/obex, eb0e9607c826a884c232e6cd9d52a276}
b6: {b6, 9d740ef9fff53d8f533f94cd23bffdf3}
c4: {c4, f97109706e0224c7cd4973babe49555d}
s6: {s6, f9f24f5e79e489b1ff7b02f17969a0e7}
p7: {p7, bdaebbf1d130e8cc2428386175514042}
o: {o, 9059d4b9c354fa5277add8b37bea52e8}
f1: {f1, 852eeeae782a2de489a8429e7e5c2875}
z3: {z3, 597d7844081536e05a34fcee5268f69f}
a1: {a1, 6c17325b76ca7257b5c2fc1d40f9c5f6}
h7: {h7, 6bfcfcfd26f842c8f9c4fae78ff2bd6d}
n6: {n6, 0fc1151c68466119512d5a29a06765bd}
w: {w, 71b79cbc9ef4e9a069f7b8043209edde}
javax/annotation: {javax/annotation, c4e8d7026c1dadaa234254b09ba07263}
i7: {i7, e0fa5c43b44fc5453901dc0245b2d16b}
androidx/core/content: {androidx/core/content, 692470c9a8e92f5c80dd64f1d2494186}
x3: {x3, d70784d49658d35ed29a712f0eeecf59}
g5: {g5, 95017c8d22845dfd98f4343d2467ad4e}
k4: {k4, 3f6a258fa8b23565bf4a98df47e86b89}
n7: {n7, 7d42ccbf55f1c609cd7a422937c04aba}
s5: {s5, 6a7cf081b5d5d108a04db0684428be6a}
javax/microedition/lcdui: {javax/microedition/lcdui, d305806959c789076b3326a4a32354a7}
g: {g, 9825f3a606144358b3ef6a773c308048}
n1: {n1, f16572835fdfd1b3f253538990607aaa}
u7: {u7, 2eac89f34f924dd9f83dabbe888f9047}
v7: {v7, 2e6c9b98ce0cf26921ea5e9b1521ee43}
b1: {b1, 7d6dcc106cddcae68812fddab1ee28e4}
l5: {l5, 4e3ef34eddb4af235f2ab0b3c856f1eb}
i0: {i0, 842e7084f60534a2361593211382fee6}
q7: {q7, a0ab1c859c68ee7ce3381f33d85b4be9}
s0: {s0, 63f2c2f624d6b0c008eca7124b257b70}
u4: {u4, 3579da186f318b3404f43f2067492b7e}
javax/microedition/location: {javax/microedition/location, 4b84299bce066f236b86fb4b9e9d7b50}
r2: {r2, 5e603fa97415cd1dcb0de83924ad55c3}
e1: {e1, bfb8379bf0916645866b6a040aadab54}
t7: {t7, 907475feef0ab7fa1cd750a3bc58c144}
j6: {j6, eaab08a27639d04078816ea41492961d}
androidx/appcompat/app: {androidx/appcompat/app, 96ab64dd44734ff36eb53d3729c22342}
d7: {d7, 60d42b548e7bdbc252ec1c52daf31bef}
b7: {b7, f682e6daedade15a7056b69594e16bcb}
w6: {w6, e188aba06d62d568a77c7c020e9ba20d}
h: {h, 985d228a59021a8cda6ae81adf4dc984}
s3: {s3, 681ffd7384363e1d5b7e48e642219889}
x4: {x4, 5f6245787b9966e1302c12cf06e92ceb}
c7: {c7, 607b8014b3820a4d29c42df7414fe86a}
a8: {a8, 3b5d4d32d6a40e7d59c99e45a894f209}
p0: {p0, 4f93d0f711aabff92567be929ef348db}
p: {p, e3b20ee2bb072e20459dcc6d3d99fbe7}
androidx/emoji2/text: {androidx/emoji2/text, f1077946713e681d47b59f28ebe23c45}
z0: {z0, d25340aeec3f68a5d1ce5ded34ea6681}
a0: {a0, 6784919611a29c4d0c1a9b82fbd58b25}
h0: {h0, 49819f447af02e4a81415a4e9b13b253}
i6: {i6, 9d8c032e0f878f3a540a85724afb7acf}
e8: {e8, e3a54969caff093c173a4e12a4ad0d8d}
androidx/camera/camera2: {androidx/camera/camera2, 622cc39a6a80bef8c7ead18b6e5e9f13}
g4: {g4, 683355a8749be155adf6338d72717811}
androidx/coordinatorlayout/widget: {androidx/coordinatorlayout/widget, 82f48383af6ff012143c1bf644fecb11}
l6: {l6, 1d66b4c61a9c6b13eba3999111984885}
u6: {u6, f2b0d049ff0a231dc54b7d97f52e7e78}
o7: {o7, 2053e4b8359147cdf7048c180778e685}
m0: {m0, 1cc0d67ca024be58fdc61b9870f22aa1}
y3: {y3, 2c71224a5dbb0972e9b6554ed9eee608}
com/kddi/system: {com/kddi/system, f2da2fc42d2708b9615491dc01afc6f5}
v4: {v4, d952e6bd50106dbf84331bc4d084a309}
l0: {l0, dac566f4c7458a01a4da416d3ffab7d4}
q6: {q6, 6ab02ebd1ee82395d3c5b51dad0d7f16}
e0: {e0, e48cc6749b3cac49f0062c1d34295306}
com/jblend/graphics: {com/jblend/graphics, 53eb7177e42574422e8e41de26b17914}
r3: {r3, f28e170dc7d9239f5a13204a04d3935b}
f6: {f6, 41dff3e9ef60eee963ee7306c514b37b}
j7: {j7, 36c2d6365fe8f2b3ef34cb8df6783b9c}
org/microemu/cldc: {org/microemu/cldc, 5ec7d04edda464d04c74dbf6d0da81fd}
yuku/ambilwarna: {yuku/ambilwarna, 10e39bbac4b07494cf300d478489eaa0}
org/microemu/microedition: {org/microemu/microedition, aa3d819ad9aacbdad53181ce4c4ccaa1}
c6: {c6, 7d19dfb26c053555654aa80e0c6a5c2e}
y7: {y7, 665eb80927cc1e0c0315378f2ef15a57}
y2: {y2, 1079287130a252dd510abc07b3b43e05}
com/motorola/funlight: {com/motorola/funlight, 551aabb44947863c49f308bf50fefa48}
x5: {x5, a7430a64858f22c32e647f1eead278f7}
i: {i, 8c7a86df223bf1a75571a4a2869d60e3}
p1: {p1, d573d79c8050a5968bf3ca69fa8bfd1f}
s2: {s2, 9865f18aa9a23659e9e0eca85e53a179}
g7: {g7, 54310b95c3ec1506a64e78dda7257c0a}
q: {q, ef08b7057adbaf6b6b3869b0e5023624}
h1: {h1, 6eed3b2ab3c1abde7679455d0ec0c0d8}
n4: {n4, acf7ef943fdeb3cbfed8dd0d8f584731}
ru/playsoftware/j2meloader: {ru/playsoftware/j2meloader, fbda197799df47d3bdf0037e1c8046fe}
b4: {b4, 9fe43f8f8384bc528283af9df93a7d15}
javax/wireless/messaging: {javax/wireless/messaging, c2d5312fc5ab0d674f022a418145099d}
o1: {o1, 87518dfd711fc6ea9b4c9d35ec273e70}
i5: {i5, e99fb8ddcc85156feca90bcbede67c8f}
v5: {v5, 2f2accc2e202f48097bebd8e6113d8bc}
a: {a, a7554bb5c1f2641e74cf750651b3984f}
javax/microedition/m3g: {javax/microedition/m3g, 8eaaaff6ff966619ef7191e3cc4b2463}
l7: {l7, 3d100191194efe6c30f90329502d2436}
javax/microedition/media: {javax/microedition/media, a3c0318dc55eb70db4f523918571e1c6}
t1: {t1, 146affa96bdcd9f43b0795595ae8e4b8}
org/microemu/android: {org/microemu/android, a271c9adacd48bc777dea30c97f3ba15}
javax/microedition/util: {javax/microedition/util, 6228a0e83329ee8d070052223f7f8326}
androidx/versionedparcelable: {androidx/versionedparcelable, 17d11d0836635d2e0f25e383be8bd90a}
com/vodafone/util: {com/vodafone/util, 464cce3be36bf74f04e24bcb5540d432}
o6: {o6, c408be4dbc9c695bd612c0b4aa9e8c4a}
m7: {m7, b4a7297f1e25d2342b05eb1644cf831f}
j4: {j4, f7f164ed0ebe9952c69ae3dd3ccb1092}
w1: {w1, 0cc9bdccc2b3ae608c9ed7895252ed24}
q5: {q5, ac0b9a4352245ef40d566a624e2bbe59}
androidx/recyclerview/widget: {androidx/recyclerview/widget, 5d0bd8974403098f8ff3448ca84861b9}
e7: {e7, 8ed629a96cc14d1f13105f0c1d490135}
x: {x, 8be57691a8fd9dcd7a453ed7866cc154}
u5: {u5, bcfbf5461c4ea522b1bb3f210b6b23ae}
k6: {k6, d52206726ec63ebc292d6eaf2d490911}
androidx/camera/core: {androidx/camera/core, a8522f0bc8656146eeb074b655f45770}
r0: {r0, dede98960a9d00b1cde3b85e0f50639c}
h8: {h8, a2847425f4b8d08440eb7f70b887f700}
