Repository URL,APK Paths,APK Count,Folder Path
https://github.com/39M/ExactAP,app/app-release.apk,1,H:\src_with_apk\39M_ExactAP
https://github.com/anandbibek/projectIshaanya,Ishaanya2K14/Ishaanya2K14.apk,1,H:\src_with_apk\anandbibek_projectIshaanya
https://github.com/damien5314/RhythmGameScoreCalculator,RhythmGameScoreCalculator-2.0.apk,1,H:\src_with_apk\damien5314_RhythmGameScoreCalculator
https://github.com/recoilme/freemp,freemp.apk,1,H:\src_with_apk\recoilme_freemp
https://github.com/ayushr2/PlaySoduko,PlaySoduko/app/app-release.apk,1,H:\src_with_apk\ayushr2_PlaySoduko
https://github.com/Makadu/Makadu_Android,"app/app-production-debug.apk, app/app-production-release.apk, app/libs/build/outputs/apk/ParseStarterProject-debug-unaligned.apk, app/libs/build/outputs/apk/ParseStarterProject-debug.apk",4,H:\src_with_apk\Makadu_Makadu_Android
https://github.com/mikerandrup/MabLidsAndroid,app/app-release.apk,1,H:\src_with_apk\mikerandrup_MabLidsAndroid
https://github.com/HulakOleksandr/CallMeLater,"app/app-debug.apk, app/app-release.apk",2,H:\src_with_apk\HulakOleksandr_CallMeLater
https://github.com/afollestad/photo-affix,apk/PhotoAffix.apk,1,H:\src_with_apk\afollestad_photo-affix
https://github.com/pdaddyo/soundbounce,src/android/Soundbounce/app/soundbounce-1314-x86-release.apk,1,H:\src_with_apk\pdaddyo_soundbounce
https://github.com/jakub-czarnojan/espresso-example,"android_packages_apps_Calculator/Calculator/Calculator-Calculator.apk, android_packages_apps_Calculator/Calculator/Calculator-release.apk",2,H:\src_with_apk\jakub-czarnojan_espresso-example
https://github.com/andrkhar/TheFreeBird,android/TheFreeBird.apk,1,H:\src_with_apk\andrkhar_TheFreeBird
https://github.com/gsi-upm/ewe-tasker-android,"EWETaskerMobile.apk, app/app-release.apk",2,H:\src_with_apk\gsi-upm_ewe-tasker-android
https://github.com/gerrytucker78/emse_capstone_project,mobile/CometNav/app/apk/CometNav-debug.apk,1,H:\src_with_apk\gerrytucker78_emse_capstone_project
https://github.com/NCSUMobiles/Spring15-traces,android/Traces/app/app-release.apk,1,H:\src_with_apk\NCSUMobiles_Spring15-traces
https://github.com/Leaking/WeGit,screenshot/WeGit_v2.0.apk,1,H:\src_with_apk\Leaking_WeGit
https://github.com/galleta/Tetris-Android,tetris.apk,1,H:\src_with_apk\galleta_Tetris-Android
https://github.com/vishnudevk/MiBandDecompiled,Original Files/com.xiaomi.hm.health.apk,1,H:\src_with_apk\vishnudevk_MiBandDecompiled
https://github.com/cubic9com/ShowTweetsOfSpecifiedDate,app/app-release.apk,1,H:\src_with_apk\cubic9com_ShowTweetsOfSpecifiedDate
https://github.com/tral/seagull,app/app-release.apk,1,H:\src_with_apk\tral_seagull
https://github.com/yifeidesu/DayPlus-Countdown,"app/debug/com.robyn.dayplus2-2.1-7-debug.apk, app/release/app-release.apk, app/release/com.robyn.dayplus2-1.8-6-release.apk, app/release/com.robyn.dayplus2-2.0-7-release.apk, app/release/com.robyn.dayplus2-2.1-7-release.apk, app/release/com.robyn.dayplus2-2.1-8-release.apk, app/release/com.robyn.dayplus2-2.2-9-release.apk",7,H:\src_with_apk\yifeidesu_DayPlus-Countdown
https://github.com/fogaiht/Ajude-a-Joice,app/app-release.apk,1,H:\src_with_apk\fogaiht_Ajude-a-Joice
https://github.com/Honzaik/FyzikaProAndroid,app/fyzika.apk,1,H:\src_with_apk\Honzaik_FyzikaProAndroid
https://github.com/danialgoodwin/android-widget-keyboardless-edittext,app-release-v1.0.2.apk,1,H:\src_with_apk\danialgoodwin_android-widget-keyboardless-edittext
https://github.com/derveloper/android-sipgateSync,sipgateSync.apk,1,H:\src_with_apk\derveloper_android-sipgateSync
https://github.com/LutfiTekin/RadyoMenemenPro,app/app-release.apk,1,H:\src_with_apk\LutfiTekin_RadyoMenemenPro
https://github.com/tranquvis/SimpleSmsRemote,"app/app-release-1.3.apk, app/app-release-1.4.apk, app/app-release-alpha-0.1.apk, app/app-release-alpha-0.10.apk, app/app-release-alpha-0.2.apk, app/app-release-alpha-0.3.apk, app/app-release-alpha-0.4.apk, app/app-release-alpha-0.5.apk, app/app-release-beta-1.0.0.apk, app/app-release-beta-1.0.1.apk, app/app-release-beta-1.1.1.apk, app/app-release-beta-1.1.apk, app/app-release-beta-1.2.apk",13,H:\src_with_apk\tranquvis_SimpleSmsRemote
https://github.com/DylanRedfield/SimonSlides,app/app-release.apk,1,H:\src_with_apk\DylanRedfield_SimonSlides
https://github.com/SanteriHetekivi/HexToDecToBin,app/BINTOHEXTODEC.apk,1,H:\src_with_apk\SanteriHetekivi_HexToDecToBin
https://github.com/zacharee/SystemUITuner2,"app/release/app-release.apk, app/xda/app-xda.apk",2,H:\src_with_apk\zacharee_SystemUITuner2
https://github.com/planta/FS-vijesti,"app/TheArtball.apk, app/TheArtball1-2.apk, app/TheArtball1.1.apk, app/test.apk",4,H:\src_with_apk\planta_FS-vijesti
https://github.com/rcgroot/adb-awake,resources/release/adb-awake-1.0-release.apk,1,H:\src_with_apk\rcgroot_adb-awake
https://github.com/paranerd/simpledrive_android,"app/app-release.apk, app/build/intermediates/split-apk/debug/dep/dependencies.apk, app/build/intermediates/split-apk/debug/slices/slice_0.apk, app/build/intermediates/split-apk/debug/slices/slice_1.apk, app/build/intermediates/split-apk/debug/slices/slice_2.apk, app/build/intermediates/split-apk/debug/slices/slice_3.apk, app/build/intermediates/split-apk/debug/slices/slice_4.apk, app/build/intermediates/split-apk/debug/slices/slice_5.apk, app/build/intermediates/split-apk/debug/slices/slice_6.apk, app/build/intermediates/split-apk/debug/slices/slice_7.apk, app/build/intermediates/split-apk/debug/slices/slice_8.apk, app/build/intermediates/split-apk/debug/slices/slice_9.apk, app/build/outputs/apk/debug/app-debug.apk, app/release/app-release.apk",14,H:\src_with_apk\paranerd_simpledrive_android
https://github.com/joeyvanderbie/Bluetooth-LE-Library---Android,"sample_app/BAMBEA_app-release_20150831.apk, sample_app/BAMBEA_app-release_20150917.apk",2,H:\src_with_apk\joeyvanderbie_Bluetooth-LE-Library---Android
https://github.com/prashantsolanki3/RecyclerView,app/app-release.apk,1,H:\src_with_apk\prashantsolanki3_RecyclerView
https://github.com/DZB-themes-CM/Debian,"theme/DebIan-V 1.1.apk, theme/DebIan-V 1.3.apk, theme/DebIan-V 1.6.apk, theme/DebIan-V 1.7.apk, theme/DebIan-V 1.apk, theme/DebIan-V1.4.apk, theme/DebIan-V1.5.apk, theme/DebIan-v1.5.apk, theme/build/outputs/apk/theme-debug-unaligned.apk, theme/build/outputs/apk/theme-debug.apk, theme/build/outputs/apk/theme-release-unaligned.apk",11,H:\src_with_apk\DZB-themes-CM_Debian
https://github.com/yeleman/U-reportContactUpload,app/app-release.apk,1,H:\src_with_apk\yeleman_U-reportContactUpload
https://github.com/Right-Men/Ironman,"android/app/build/outputs/apk/app-debug-unaligned.apk, android/app/build/outputs/apk/app-debug.apk, android/app/build/outputs/apk/app-release-unaligned.apk, android/app/build/outputs/apk/app-release.apk, node_modules/react-native-swRefresh/RefreshDemo/android/app/build/outputs/apk/app-debug-unaligned.apk, node_modules/react-native-swRefresh/RefreshDemo/android/app/build/outputs/apk/app-debug.apk, node_modules/react-native-viewpager/Sample/android/app/build/outputs/apk/app-debug-unaligned.apk, node_modules/react-native-viewpager/Sample/android/app/build/outputs/apk/app-debug.apk",8,H:\src_with_apk\Right-Men_Ironman
https://github.com/bertilxi/DC-Android,app/app-release.apk,1,H:\src_with_apk\bertilxi_DC-Android
https://github.com/WGierke/weightlifting_germany,"production/bundesliga_app_v.2.3.2016.apk, production/bundesliga_app_v1.2.2015.apk, production/bundesliga_app_v1.3.2015.apk, production/bundesliga_app_v2.1.2015.apk, production/bundesliga_app_v2.2.2015.apk, production/bundesliga_app_v2.2.2016.apk",6,H:\src_with_apk\WGierke_weightlifting_germany
https://github.com/Matt-F-Wu/GroceryRunnerNative,"ParseStarterProject/build/outputs/apk/ParseStarterProject-debug-unaligned.apk, ParseStarterProject/build/outputs/apk/ParseStarterProject-debug.apk, ParseStarterProject/build/outputs/apk/ParseStarterProject-release-unaligned.apk",3,H:\src_with_apk\Matt-F-Wu_GroceryRunnerNative
https://github.com/crazyhitty/Munch,app/app-release.apk,1,H:\src_with_apk\crazyhitty_Munch
https://github.com/fybr/android,"app/app-release.apk, app/fybr.apk",2,H:\src_with_apk\fybr_android
https://github.com/xn--nding-jua/PC_DIMMER_Android,app/app-release.apk,1,H:\src_with_apk\xn--nding-jua_PC_DIMMER_Android
https://github.com/jvilaplana/android-shuite-hypertension,app/BPcontrol_1_2_7.apk,1,H:\src_with_apk\jvilaplana_android-shuite-hypertension
https://github.com/Majostik/BsuTimetable,app/release/app-release.apk,1,H:\src_with_apk\Majostik_BsuTimetable
https://github.com/YinLiWisdom/Android-YLScrollView,APK/demo.apk,1,H:\src_with_apk\YinLiWisdom_Android-YLScrollView
https://github.com/NordicID/nur_sample_android,app/release/NurSampleAndroid_v3.2.apk,1,H:\src_with_apk\NordicID_nur_sample_android
https://github.com/tflynn93/CipherSolver,"app/CommunityAnimator.apk_export_KrrPF/vendor/chromium/crx/CommunityAnimator.apk, app/CommunityAnimator.apk_export_rMGSq/vendor/chromium/crx/CommunityAnimator.apk, app/app-release.apk",3,H:\src_with_apk\tflynn93_CipherSolver
https://github.com/RobinJ1995/Base64-QmFzZTY0,app/app-release.apk,1,H:\src_with_apk\RobinJ1995_Base64-QmFzZTY0
https://github.com/akobashikawa/kobacalc,app/app-release.apk,1,H:\src_with_apk\akobashikawa_kobacalc
https://github.com/InstituteOfErgonomics/MDT,"MDT/app/build/outputs/apk/app-debug-unaligned.apk, MDT/app/build/outputs/apk/app-debug.apk",2,H:\src_with_apk\InstituteOfErgonomics_MDT
https://github.com/vipinkhushu/Culmyca2016App,android-release-unsigned.apk,1,H:\src_with_apk\vipinkhushu_Culmyca2016App
https://github.com/alt236/Bluetooth-LE-Library---Android,apk_v1.1.1.apk,1,H:\src_with_apk\alt236_Bluetooth-LE-Library---Android
https://github.com/roman000007/LvivSoundGit,"app/app/app-release.apk, app/app/build/outputs/apk/app-debug-unaligned.apk, app/app/build/outputs/apk/app-debug.apk, app/app/build/outputs/apk/app-release-unaligned.apk",4,H:\src_with_apk\roman000007_LvivSoundGit
https://github.com/dikel/uktc-schedule,app/app-release.apk,1,H:\src_with_apk\dikel_uktc-schedule
https://github.com/danbrough/andrudio,demo.apk,1,H:\src_with_apk\danbrough_andrudio
https://github.com/heinrichreimer/material-singleinputform,example/example-release.apk,1,H:\src_with_apk\heinrichreimer_material-singleinputform
https://github.com/nazywam/FindMe,app/findme_release.apk,1,H:\src_with_apk\nazywam_FindMe
https://github.com/EdvinasKilbauskas/Squarie,"app/app-debug.apk, app/app-release.apk",2,H:\src_with_apk\EdvinasKilbauskas_Squarie
https://github.com/makovkastar/FloatingActionButton,sample.apk,1,H:\src_with_apk\makovkastar_FloatingActionButton
https://github.com/Zaneris/DigBlock,"android-release.apk, android/android-release.apk",2,H:\src_with_apk\Zaneris_DigBlock
https://github.com/gowong/material-sheet-fab,"sample-apks/sample-release-1-0-1.apk, sample-apks/sample-release-1-0-2.apk, sample-apks/sample-release-1-0-3.apk, sample-apks/sample-release-1-0.apk",4,H:\src_with_apk\gowong_material-sheet-fab
https://github.com/ostap0207/remotify.me,"remotify.android/Remotify/Remotify-free-release.apk, remotify.android/Remotify/Remotify-paid-release.apk",2,H:\src_with_apk\ostap0207_remotify.me
https://github.com/shoumma/Mister-Poster,apk-releases/mister-poster.apk,1,H:\src_with_apk\shoumma_Mister-Poster
https://github.com/ThatKawaiiGuy/Handbook_for_Melee,app-release.apk,1,H:\src_with_apk\ThatKawaiiGuy_Handbook_for_Melee
https://github.com/sw-devendra/SpeechTimer,bin/SpeechTimer.apk,1,H:\src_with_apk\sw-devendra_SpeechTimer
https://github.com/tommasoberlose/nwatch,"NWatch Develop/app-release.apk, NWatch Develop/mobile-release.apk, NWatch Develop/wear-release.apk",3,H:\src_with_apk\tommasoberlose_nwatch
https://github.com/gsurrel/BatteryLogger,BatteryLogger-release.apk,1,H:\src_with_apk\gsurrel_BatteryLogger
https://github.com/sudaryanto/BPAD-MlibGTP-Android,keystore/app-release_Grhatama_Pustaka_v1.0-c1.apk,1,H:\src_with_apk\sudaryanto_BPAD-MlibGTP-Android
https://github.com/enricocid/Battery-Live,project/app/app-release.apk,1,H:\src_with_apk\enricocid_Battery-Live
https://github.com/serverbroad/RACHETEE,build/outputs/apk/android-debug.apk,1,H:\src_with_apk\serverbroad_RACHETEE
https://github.com/max-weller/DICTiCC,"app/build/outputs/apk/app-debug-unaligned.apk, app/build/outputs/apk/app-debug.apk, de.wikilab.dicticc.apk",3,H:\src_with_apk\max-weller_DICTiCC
https://github.com/basobu/baolizer-android,Baolizer.apk,1,H:\src_with_apk\basobu_baolizer-android
https://github.com/smerkousdavid/freedomotic-myva-home,app/app-release.apk,1,H:\src_with_apk\smerkousdavid_freedomotic-myva-home
https://github.com/nwg-piotr/RamblerGPXEditor,Application/RamblerGPXeditor-release-1.0.4.apk,1,H:\src_with_apk\nwg-piotr_RamblerGPXEditor
https://github.com/mofosyne/tagdrop,app/app-release.apk,1,H:\src_with_apk\mofosyne_tagdrop
https://github.com/kingdomseed/Java-Facts,app/app-release.apk,1,H:\src_with_apk\kingdomseed_Java-Facts
https://github.com/DarkokraD/BoulderShare,beta/com.herak.bouldershare.apk,1,H:\src_with_apk\DarkokraD_BoulderShare
https://github.com/nanoclosure/NPRforAndroid,app/app.apk,1,H:\src_with_apk\nanoclosure_NPRforAndroid
https://github.com/thomasameisel/memorease,app/app-release.apk,1,H:\src_with_apk\thomasameisel_memorease
https://github.com/zzz40500/AndroidSweetSheet,app1.1.apk,1,H:\src_with_apk\zzz40500_AndroidSweetSheet
https://github.com/Limewood/NSDroid,app/app-release.apk,1,H:\src_with_apk\Limewood_NSDroid
https://github.com/kd345312/RoboApp,RoboApp/app/app-release.apk,1,H:\src_with_apk\kd345312_RoboApp
https://github.com/temy4/CalendarColors,"app/app-release.apk, calendar-colors.apk, cc-tester.apk",3,H:\src_with_apk\temy4_CalendarColors
https://github.com/androidmads/SQLite2XL,app/release/app-release.apk,1,H:\src_with_apk\androidmads_SQLite2XL
https://github.com/NCU-CC/NCU-CALENDAR,"NCU-CALENDAR/app/build/outputs/apk/app-debug-unaligned.apk, NCU-CALENDAR/app/build/outputs/apk/app-debug.apk",2,H:\src_with_apk\NCU-CC_NCU-CALENDAR
https://github.com/FuzzyWuzzie/BTLEDataLogger,app/app-release.apk,1,H:\src_with_apk\FuzzyWuzzie_BTLEDataLogger
https://github.com/MarKco/Catchit,catchit/catchit-release.apk,1,H:\src_with_apk\MarKco_Catchit
https://github.com/bitsydarel/DBWeather,app/release/app-release.apk,1,H:\src_with_apk\bitsydarel_DBWeather
https://github.com/OpenATK/Trello,Trello_Sync_OpenATK_v2.3.apk,1,H:\src_with_apk\OpenATK_Trello
https://github.com/jianbinhe/BMC,app/app-release.apk,1,H:\src_with_apk\jianbinhe_BMC
https://github.com/bdiegel/DiceCast-android,app/release/app-release.apk,1,H:\src_with_apk\bdiegel_DiceCast-android
https://github.com/GitaiQAQ/SMSCodeHelper,"apk/me.gitai.smscodehelper-release-c1-v0.0.1-t12251854.apk, apk/me.gitai.smscodehelper-release-c10-v0.0.8.apk, apk/me.gitai.smscodehelper-release-c2-v0.0.2-t12261829.apk, apk/me.gitai.smscodehelper-release-c3-v0.0.3.apk, apk/me.gitai.smscodehelper-release-c4-v0.0.4.apk, apk/me.gitai.smscodehelper-release-c5-v0.0.5.apk, apk/me.gitai.smscodehelper-release-c7-v0.0.6.apk, apk/me.gitai.smscodehelper-release-c8-v0.0.7.apk",8,H:\src_with_apk\GitaiQAQ_SMSCodeHelper
https://github.com/shagalalab/Marshrutka,MarshrutkaApp/release-apks/marshrutka_v1_1.apk,1,H:\src_with_apk\shagalalab_Marshrutka
https://github.com/Microhive/UbiOnePunch,Bluetooth-Terminal-master/app/app-release.apk,1,H:\src_with_apk\Microhive_UbiOnePunch
https://github.com/chaitanyanettem/SearchforReddit,app/app-release.apk,1,H:\src_with_apk\chaitanyanettem_SearchforReddit
https://github.com/Galbh2/FnF,ParseStarterProject/ParseStarterProject-release.apk,1,H:\src_with_apk\Galbh2_FnF
https://github.com/torresj/indi-android-ui,Android APP/INDIandroidUI/app/app-release.apk,1,H:\src_with_apk\torresj_indi-android-ui
https://github.com/daffycricket/tarotdroid,"libaFileChooser/build/outputs/apk/libaFileChooser-debug-androidTest-unaligned.apk, tarotDroidUiFull/build/outputs/apk/tarotDroidUiFull-debug-unaligned.apk, tarotDroidUiFull/build/outputs/apk/tarotDroidUiFull-debug.apk, tarotDroidUiLite/build/outputs/apk/tarotDroidUiLite-debug-unaligned.apk, tarotDroidUiLite/build/outputs/apk/tarotDroidUiLite-debug.apk",5,H:\src_with_apk\daffycricket_tarotdroid
https://github.com/kikijiki/Isobako,app/app-release.apk,1,H:\src_with_apk\kikijiki_Isobako
https://github.com/subinkrishna/CircularImageView,apk/sample-app.apk,1,H:\src_with_apk\subinkrishna_CircularImageView
https://github.com/noisie74/SportsNewsHistoryRecords,app/app-release.apk,1,H:\src_with_apk\noisie74_SportsNewsHistoryRecords
https://github.com/Astropilot/EDTVelizy,app/app-release.apk,1,H:\src_with_apk\Astropilot_EDTVelizy
https://github.com/jbsmith7741/Randomizer,app/app-release.apk,1,H:\src_with_apk\jbsmith7741_Randomizer
https://github.com/harrisonchen/What-ToDo-Android,WhatToDo-ToDoListTaskManager/WhatToDo-ToDoListTaskManager.apk,1,H:\src_with_apk\harrisonchen_What-ToDo-Android
https://github.com/Tom1000/WaterproofQuickcheck,app/app-release.apk,1,H:\src_with_apk\Tom1000_WaterproofQuickcheck
https://github.com/DerekMarcinyshyn/MMMFlashlight,app/app.apk,1,H:\src_with_apk\DerekMarcinyshyn_MMMFlashlight
https://github.com/kondoSoft/que_hacer_movil,"android/app/app-debug.apk, android/app/app-release.apk",2,H:\src_with_apk\kondoSoft_que_hacer_movil
https://github.com/chobitly/MoonWatch,mobile/MoonWatch_1.5.apk,1,H:\src_with_apk\chobitly_MoonWatch
https://github.com/DangerBlack/CantiScout,"app/app-debug.apk, app/app-release.apk",2,H:\src_with_apk\DangerBlack_CantiScout
https://github.com/BuildmLearn/Mobile-applications,Label The Diagram/source-code/LabeltheDiagram/bin/LabeltheDiagram.apk,1,H:\src_with_apk\BuildmLearn_Mobile-applications
https://github.com/danwallach/CalWatch,"released-apks/calwatch-alpha2-release-18sep2014.apk, released-apks/calwatch-alpha3-release-19sep2014.apk, released-apks/calwatch-alpha4-release-22sep2014.apk, released-apks/calwatch-beta1-release-23sep2014.apk, released-apks/calwatch-beta10-release-26oct2014.apk, released-apks/calwatch-beta10rc1-release-20oct2014.apk, released-apks/calwatch-beta10rc2-release-21oct2014.apk, released-apks/calwatch-beta10rc3-release-21oct2014.apk, released-apks/calwatch-beta10rc4-release-25oct2014.apk, released-apks/calwatch-beta11-release-2nov2014.apk, released-apks/calwatch-beta2-release-05oct2014.apk, released-apks/calwatch-beta3-release-06oct2014.apk, released-apks/calwatch-beta4-release-07oct2014.apk, released-apks/calwatch-beta5-release-07oct2014.apk, released-apks/calwatch-beta5p-release-07oct2014.apk, released-apks/calwatch-beta6-release-08oct2014.apk, released-apks/calwatch-beta7-release-09oct2014.apk, released-apks/calwatch-beta8-release-12oct2014.apk, released-apks/calwatch-beta9-release-16oct2014.apk, released-apks/calwatch-release1a-10nov2014.apk, released-apks/calwatch-release1b-24nov2014.apk, released-apks/calwatch-release1c-07dec2014.apk, released-apks/calwatch-release2-18dec2014.apk, released-apks/calwatch-release2-beta1-15dec2014.apk, released-apks/calwatch-release2-beta2-17dec2014.apk, released-apks/calwatch-release2-beta4-18dec2014.apk, released-apks/calwatch-release2a-21dec2014.apk, released-apks/calwatch-release2b-27dec2014.apk, released-apks/calwatch-release2c-28dec2014.apk, released-apks/calwatch-release2d-30dec2014.apk, released-apks/calwatch-release2e-30dec2014.apk, released-apks/calwatch-release2f-30dec2014.apk, released-apks/calwatch-release3-11jan2015.apk, released-apks/calwatch-release3a-11jan2015.apk, released-apks/calwatch-release3b-22feb2015.apk, released-apks/calwatch-release3c-22feb2015.apk, released-apks/calwatch-release3d-28feb2015.apk, released-apks/calwatch-release3e-29june2015.apk, released-apks/calwatch-release3e2-29june2015.apk, released-apks/calwatch-release4-14jan2016.apk, released-apks/calwatch-release4a-21jan2016.apk, released-apks/calwatch-release4b-03feb2016.apk, released-apks/calwatch-release4c-09feb2016.apk, released-apks/calwatch-release5-13may2016.apk, released-apks/calwatch2-release6-alpha1-wear1-26dec2018.apk, released-apks/calwatch2-release6-alpha1-wear2-26dec2018.apk, released-apks/calwatch2-release6-rc2-wear1-28dec2018.apk, released-apks/calwatch2-release6-rc2-wear2-28dec2018.apk, released-apks/calwatch2-release6-rc3-wear1-2jan2019.apk, released-apks/calwatch2-release6-rc3-wear2-2jan2019.apk, released-apks/calwatch2-release6a-wear1-17jan2019.apk, released-apks/calwatch2-release6a-wear2-17jan2019.apk, released-apks/calwatch2-release6a2-wear1-18jan2019.apk, released-apks/calwatch2-release6a2-wear2-18jan2019.apk, released-apks/calwatch2-release6a3-wear1-23aug2019.apk, released-apks/calwatch2-release6a3-wear2-23aug2019.apk, released-apks/calwatch2-release6a4-wear1-02jan2020.apk, released-apks/calwatch2-release6a4-wear2-02jan2020.apk",58,H:\src_with_apk\danwallach_CalWatch
https://github.com/Zhouball/BruinMenu,app/app-release.apk,1,H:\src_with_apk\Zhouball_BruinMenu
https://github.com/94bryanr/PartypushAndroid,Project/Partypush/Partypush-release.apk,1,H:\src_with_apk\94bryanr_PartypushAndroid
https://github.com/ndleyton/OneTwo,app/app-release.apk,1,H:\src_with_apk\ndleyton_OneTwo
